SMILES,atom undefined stereo count,bond defined stereo count,complexity,hydrogen bond donors,hydrogen bond acceptors,rotatable bonds,heavy atom count,heavy atom molecular weight,LogP,monoisotopic weight,molar refractivity,total charge,topological polar surface area,quantitative estimate of drug-likeness,molecular complexity index,number of valence electrons,radical electrons,Acute toxicity,Flammability,Instability,Skin Toxicity,Respiratory Toxicity,Eye Toxicity,Environmental Toxicity,domain_status
C.C.CC.CC.CC,0,0,0,0,0,0,8,96.088,4.3508,122.2034508,47.506,0,0,0.447828402,0,58,0,3,0,1,4,4,4,4,in-domain
CCCC[Pb+2]CCCC,0,0,37.83229392,0,0,6,9,303.288,3.1274,322.1164055,45.184,2,0,0.520769146,37.83229392,52,0,3,3,4,4,4,4,4,in-domain
CC[Pb](CC)(CC)CC.Cl,0,0,52.14806784,0,0,4,10,338.741,3.9366,360.1098305,54.926,0,0,0.666929517,52.14806784,64,0,3,4,0,4,4,4,4,in-domain
[CH2]C.[CH2]C.[HH].[HH].[HH].[HH].[Pb+2],0,0,12.52932501,0,0,0,5,255.244,2.28398,274.1164055,36.272,2,0,0.594094331,12.52932501,36,4,4,4,0,4,4,4,4,in-domain
[CH2]C.[CH2]C.[CH2]C.[HH].[HH].[Pb],0,0,11.01955001,0,0,0,7,279.266,2.63237,299.1253277,43.075,0,0,0.603201287,11.01955001,47,7,4,4,0,4,4,4,4,in-domain
[CH2]C.[CH2]C.[CH2]C.[HH].[Pb],0,0,8.490224996,0,0,0,7,279.266,2.38637,297.1096776,40.961,0,0,0.602210378,8.490224996,45,7,4,4,0,4,4,4,4,in-domain
[CH2]CC.[CH2]CC.[CH2]CC.[HH].[Pb],0,0,14.27931029,0,0,0,10,315.299,3.55667,339.1566278,54.812,0,0,0.592634261,14.27931029,63,7,3,4,0,4,4,4,3,in-domain
C.C.[CH2]CCC.[CH2]CCC.[Pb],0,0,12.83446686,0,0,2,11,327.31,4.13258,354.1801029,59.746,0,0,0.654904835,12.83446686,70,6,2,4,0,4,4,4,4,in-domain
C.[CH2]C.[CH2]C.[HH].[Pb],0,0,8.04184398,0,0,0,6,267.255,2.18208,284.1018526,36.661,0,0,0.597865989,8.04184398,40,6,4,4,0,4,4,4,4,in-domain
C.[CH2]C.[CH2]C.[CH2]CCC.[Pb],0,0,6.689955936,0,0,1,10,315.299,3.55667,339.1566278,54.812,0,0,0.641512084,6.689955936,63,7,2,4,2,4,4,3,4,in-domain
C.C.[CH2]C.[CH2]CCC.[Pb],0,0,6.529325013,0,0,1,9,303.288,3.35238,326.1488028,50.512,0,0,0.648707144,6.529325013,58,6,2,2,2,4,4,3,4,in-domain
[CH2]CCC.[CH2]CCC.[CH2]CCC.[HH].[Pb],0,0,25.7931939,0,0,3,13,351.332,4.72697,381.203578,68.663,0,0,0.621269092,25.7931939,81,7,2,4,0,4,4,4,4,in-domain
CC(C)C#N,0,0,49.1585155,0,1,0,5,62.051,1.16598,69.05784922,20.451,0,23.79,0.418494417,49.1585155,28,0,2,4,2,4,1,3,4,in-domain
CC(C#N)C#N,0,0,89.69694286,0,2,0,6,76.058,0.66966,80.03744813,20.39,0,47.58,0.428987228,89.69694286,30,0,3,4,2,4,1,4,4,in-domain
C[C](C)C#N,0,0,49.1585155,0,1,0,5,62.051,1.12427,68.05002419,20.204,0,23.79,0.417061906,49.1585155,27,1,2,4,2,4,1,3,4,in-domain
[2H]C(C)(C)C#N,0,0,74.52932501,0,1,0,5,62.051,1.16598,70.06412597,20.451,0,23.79,0.419335036,74.52932501,28,0,2,4,2,4,1,3,4,in-domain
[2H]C([2H])([2H])C(C#N)C([2H])([2H])[2H],0,0,156.4919795,0,1,2,5,62.051,1.16598,75.0955097,20.451,0,23.79,0.48294601,156.4919795,28,0,2,4,2,4,4,4,4,in-domain
[2H]C([2H])C(C#N)C([2H])([2H])[2H],1,0,142.7073905,0,1,2,5,62.051,1.16598,74.08923295,20.451,0,23.79,0.48194387,142.7073905,28,0,2,4,2,4,4,4,4,in-domain
CC(C)C#N.[K],0,0,53.05865003,0,1,0,6,101.149,0.78518,108.0215559,26.205,0,23.79,0.420704633,53.05865003,29,1,2,4,2,4,4,4,4,in-domain
CC(C)C#N.[Li],0,0,53.05865003,0,1,0,6,68.992,0.78518,76.07385377,26.205,0,23.79,0.391041215,53.05865003,29,1,2,4,2,4,1,3,4,in-domain
C.CC(C)C#N,0,0,49.44900955,0,1,0,6,74.062,1.80208,85.08914935,27.182,0,23.79,0.439706459,49.44900955,36,0,2,4,2,4,4,4,4,in-domain
CC(C)C#N.[Cl-],0,0,53.05865003,0,1,0,6,97.504,-1.83002,104.0272505,20.451,-1,23.79,0.354817101,53.05865003,36,0,2,4,2,4,2,4,4,in-domain
CC(C)C#N.[Na],0,0,53.05865003,0,1,0,6,85.041,0.78518,92.0476185,26.205,0,23.79,0.40500039,53.05865003,29,1,2,4,2,4,1,4,4,in-domain
C.C.CC(C)C#N,0,0,49.69058447,0,1,0,7,86.073,2.43818,101.1204495,33.913,0,23.79,0.459441733,49.69058447,44,0,2,4,2,4,4,4,4,in-domain
CC.CC(C)C#N,0,0,49.69058447,0,1,0,7,86.073,2.19218,99.10479942,31.799,0,23.79,0.456371332,49.69058447,42,0,2,4,2,4,4,4,4,in-domain
CC(C)C#N.[Na+],0,0,53.05865003,0,1,0,6,85.041,-1.83002,92.04706992,20.451,1,23.79,0.322357984,53.05865003,28,0,3,4,2,4,2,4,4,in-domain
[CH2]C(C)C#N,0,0,49.1585155,0,1,0,5,62.051,0.98017,68.05002419,20.134,0,23.79,0.414820213,49.1585155,27,1,2,4,2,4,1,3,4,in-domain
CC(Cl)CCl,1,0,18.85475297,0,0,1,5,106.939,1.8525,111.9846556,26.035,0,0,0.454926629,18.85475297,32,0,2,4,0,3,4,4,4,in-domain
ClCC(Cl)CCl,0,0,25.21928095,0,0,2,6,142.392,2.0714,145.9456832,31.081,0,0,0.524728274,25.21928095,38,0,3,3,2,4,3,4,4,in-domain
CC(Cl)C(Cl)Cl,1,0,27.01955001,0,0,1,6,142.392,2.4174,145.9456832,30.809,0,0,0.499832436,27.01955001,38,0,3,3,2,4,3,4,4,in-domain
CC(Cl)(Cl)CCl,0,0,35.7931939,0,0,1,6,142.392,2.419,145.9456832,30.831,0,0,0.499837432,35.7931939,38,0,3,3,2,4,3,4,4,in-domain
C[C@@H](Cl)CCl,0,0,18.85475297,0,0,1,5,106.939,1.8525,111.9846556,26.035,0,0,0.454926629,18.85475297,32,0,2,4,0,3,4,4,4,in-domain
C[C@H](Cl)CCl,0,0,18.85475297,0,0,1,5,106.939,1.8525,111.9846556,26.035,0,0,0.454926629,18.85475297,32,0,2,4,0,3,4,4,4,in-domain
[2H]C([2H])([2H])C([2H])(Cl)C([2H])([2H])Cl,1,0,126.8868353,0,0,2,5,106.939,1.8525,118.022316,26.035,0,0,0.486342488,126.8868353,32,0,3,0,0,4,4,4,4,in-domain
[13CH3][13CH](Cl)[13CH2]Cl,1,0,18.85475297,0,0,1,5,109.9160645,1.8525,114.9947201,26.035,0,0,0.361885931,18.85475297,32,0,2,3,0,4,4,4,4,in-domain
CCCCl.[Cl-].[Cl-],0,0,8,0,0,1,6,142.392,-4.3568,147.9624304,21.011,-2,0,0.330768446,8,42,0,4,3,2,4,4,4,4,in-domain
[2H]C([2H])(Cl)C([2H])(Cl)C([2H])([2H])Cl,0,0,128.0320824,0,0,2,6,142.392,2.0714,150.9770669,31.081,0,0,0.531618402,128.0320824,38,0,3,2,2,4,4,4,4,in-domain
C[C@H](Cl)C(Cl)Cl,0,0,27.01955001,0,0,1,6,142.392,2.4174,145.9456832,30.809,0,0,0.499832436,27.01955001,38,0,3,3,2,4,3,4,4,in-domain
[2H]C([2H])(Cl)C([2H])(C)Cl,1,0,67.509775,0,0,1,5,106.939,1.8525,115.0034858,26.035,0,0,0.458346756,67.509775,32,0,2,4,0,3,4,4,4,in-domain
CCC[Cl-]Cl,,,,,,,,,,,,,,,,,,2,4,2,4,1,3,4,out-of-domain
Cl[13CH2][13CH](Cl)[13CH2]Cl,0,0,25.21928095,0,0,2,6,145.3690645,2.0714,148.9557477,31.081,0,0,0.417551757,25.21928095,38,0,2,3,0,3,4,4,4,in-domain
CC(Cl)CCl.Cl,1,0,20,0,0,1,6,142.392,2.2743,147.9613333,33.283,0,0,0.501922336,20,40,0,3,3,2,4,3,4,4,in-domain
CC(Cl)CCl.[HH],1,0,22.7548875,0,0,1,5,106.939,2.0985,114.0003056,28.149,0,0,0.458752375,22.7548875,34,0,2,4,0,3,4,4,4,in-domain
CC(Cl)CCl.[Cl-],1,0,20,0,0,1,6,142.392,-1.1435,146.9540568,26.035,-1,0,0.4124495,20,40,0,2,3,0,4,4,4,4,in-domain
CCCCl.[Cl-],0,0,6.854752972,0,0,1,5,106.939,-1.3608,112.9930292,21.011,-1,0,0.369138202,6.854752972,34,0,4,3,2,4,4,4,4,in-domain
[CH2]C(Cl)CCl,1,0,18.85475297,0,0,1,5,106.939,1.66669,110.9768305,25.718,0,0,0.452276137,18.85475297,31,1,2,4,0,4,4,4,4,in-domain
CC(Cl)CCl.[Ti],1,0,22.7548875,0,0,1,6,154.806,1.85,159.9326019,26.035,0,0,0.406090981,22.7548875,36,0,3,4,0,4,4,4,2,in-domain
CC(Cl)CCl.[Al],1,0,22.7548875,0,0,1,6,133.921,1.4717,138.9661942,31.789,0,0,0.381766034,22.7548875,35,3,2,3,0,4,4,4,4,in-domain
C[C@@H](Cl)C(Cl)Cl,0,0,27.01955001,0,0,1,6,142.392,2.4174,145.9456832,30.809,0,0,0.499832436,27.01955001,38,0,3,3,2,4,3,4,4,in-domain
Cl[CH-][C@H](Cl)CCl.[H+],0,0,29.3609904,0,0,2,6,142.392,2.34569,145.9456832,31.626,0,0,0.415435534,29.3609904,38,0,2,3,1,4,4,4,4,in-domain
C=CC(C)=O,0,0,54.6682905,0,1,1,5,64.043,0.7614,70.04186481,20.878,0,17.07,0.416140945,54.6682905,28,0,3,4,2,4,4,3,4,in-domain
C=CC(=O)C=C,0,0,71.93923455,0,1,2,6,76.054,0.9275,82.04186481,25.401,0,17.07,0.452690675,71.93923455,32,0,3,4,2,4,4,4,4,in-domain
C=C=CC(C)=O,0,0,96.50607235,0,1,1,6,76.054,0.9165,82.04186481,24.391,0,17.07,0.339276809,96.50607235,32,0,3,4,2,4,4,4,4,in-domain
C=C=CC(=O)C=C,0,0,127.1154461,0,1,2,7,88.065,1.0826,94.04186481,28.914,0,17.07,0.369408283,127.1154461,36,0,3,3,2,3,4,4,4,in-domain
C=C.C=CC(C)=O,0,0,64.58027135,0,1,1,7,88.065,1.5636,98.07316494,32.132,0,17.07,0.359079863,64.58027135,40,0,3,3,0,4,4,4,4,in-domain
C=C=C=CC(C)=O,0,0,143.562955,0,1,1,7,88.065,1.0716,94.04186481,27.904,0,17.07,0.350640825,143.562955,36,0,3,3,2,4,4,4,4,in-domain
[CH+]=CC(C)=O,0,0,54.6682905,0,1,1,5,64.043,0.56459,69.0334912,19.551,1,17.07,0.324628474,54.6682905,26,0,4,4,2,4,3,4,4,in-domain
C=CC(=O)C=C=O,0,0,129.0155806,0,2,2,7,92.053,0.1293,96.02112937,25.4675,0,34.14,0.361404636,129.0155806,36,0,3,3,0,4,4,4,4,in-domain
CC(=O)/C=C/F,0,1,75.61727061,0,1,1,6,83.041,1.0586,88.032443,20.929,0,17.07,0.437810865,75.61727061,34,0,4,4,1,4,4,4,4,in-domain
CC(=O)C=CF,0,0,75.61727061,0,1,1,6,83.041,1.0586,88.032443,20.929,0,17.07,0.437810865,75.61727061,34,0,4,4,1,4,4,4,4,in-domain
[C]=CC(C)=O,0,0,54.6682905,0,1,1,5,64.043,0.44159,68.02621475,18.494,0,17.07,0.407391117,54.6682905,26,2,3,4,2,4,2,4,4,in-domain
[2H]C(=C)C(C)=O,0,0,73.54887502,0,1,1,5,64.043,0.7614,71.04814156,20.878,0,17.07,0.416982689,73.54887502,28,0,4,4,2,4,4,4,4,in-domain
[2H]C([2H])([2H])C(=O)C=C,0,0,112.9420554,0,1,2,5,64.043,0.7614,73.06069505,20.878,0,17.07,0.440921391,112.9420554,28,0,3,4,2,3,4,3,4,in-domain
C=[C+]C(C)=O,0,0,54.6682905,0,1,1,5,64.043,0.56459,69.0334912,19.551,1,17.07,0.324628474,54.6682905,26,0,2,4,2,4,4,4,4,in-domain
[CH]C(=O)C=C,0,0,54.6682905,0,1,1,5,64.043,0.45259,68.02621475,19.504,0,17.07,0.407660094,54.6682905,26,2,3,4,2,4,4,4,4,in-domain
[CH-]=CC(C)=O.[Y],0,0,58.56842503,0,1,1,6,152.949,0.56209,157.9404367,19.551,-1,17.07,0.402164339,58.56842503,31,1,4,4,2,4,3,4,4,in-domain
C=CC([CH2-])=O.[Pr],0,0,58.56842503,0,1,1,6,204.951,0.57559,209.9422412,20.561,-1,17.07,0.45649394,58.56842503,31,1,3,0,2,4,4,4,4,in-domain
[CH+]=CC(=O)CC,0,0,64.33869643,0,1,2,6,76.054,0.95469,83.04914126,24.168,1,17.07,0.358640808,64.33869643,32,0,2,4,2,4,4,3,4,in-domain
[B]/C=C/C(C)=O,0,1,75.61727061,0,1,1,6,74.855,0.2576,80.04334518,25.575,0,17.07,0.325743988,75.61727061,30,2,4,4,2,4,4,4,4,in-domain
C=CC([CH2+])=O,0,0,54.6682905,0,1,1,5,64.043,0.57559,69.0334912,20.561,1,17.07,0.324825371,54.6682905,26,0,3,4,2,4,4,4,4,in-domain
C=CC([CH2-])=O.[CH2-]C.[Y],0,0,59.54887502,0,1,1,8,176.971,1.41348,186.9801104,31.592,-2,17.07,0.447695158,59.54887502,45,1,3,2,0,4,4,3,4,in-domain
[CH-]=CC(C)=O.[CH2-]C.[Y],0,0,59.54887502,0,1,1,8,176.971,1.40248,186.9801104,30.582,-2,17.07,0.447564256,59.54887502,45,1,3,1,1,4,4,4,4,in-domain
[3H]C=CC(C)=O,0,0,75.61727061,0,1,1,5,64.043,0.7614,72.05008906,20.878,0,17.07,0.417828562,75.61727061,28,0,3,4,3,4,3,4,4,in-domain
[2H]C([2H])=C([2H])C(C)=O,0,0,134.2188491,0,1,1,5,64.043,0.7614,73.06069505,20.878,0,17.07,0.41868912,134.2188491,28,0,4,4,2,4,4,4,4,in-domain
C=C.C=CC(=O)C=C,0,0,82.55994822,0,1,2,8,100.076,1.7297,110.0731649,36.655,0,17.07,0.3905365,82.55994822,44,0,3,2,2,4,4,4,4,in-domain
C=CC(C)=O.[Ru],0,0,58.56842503,0,1,1,6,165.113,0.7589,171.9462141,20.878,0,17.07,0.420205462,58.56842503,36,0,3,2,0,4,4,3,4,in-domain
C=CC(C)=O.CC,0,0,55.20035948,0,1,1,7,88.065,1.7876,100.088815,32.226,0,17.07,0.458954033,55.20035948,42,0,3,4,0,3,4,4,4,in-domain
C=CC(C)=[O+][O-],0,0,73.61727061,0,1,1,6,80.042,-0.4276,86.03677943,20.878,0,34.36,0.184436566,73.61727061,34,0,4,3,3,3,4,4,4,in-domain
C=CC(C)=[OH+],0,0,54.6682905,0,0,1,5,64.043,0.7372,71.04914126,22.8138,1,21.4,0.320976836,54.6682905,28,0,3,4,0,4,4,3,4,in-domain
C=C=C=C=CC(C)=O,0,0,194.4267156,0,1,1,8,100.076,1.2267,106.0418648,31.417,0,17.07,0.362653286,194.4267156,40,0,3,2,2,4,4,4,4,in-domain
C.C=CC(C)=O,0,0,54.95878456,0,1,1,6,76.054,1.3975,86.07316494,27.609,0,17.07,0.440650993,54.95878456,36,0,3,4,0,3,4,4,4,in-domain
C=CC([CH2-])=O.[Y],0,0,58.56842503,0,1,1,6,152.949,0.57309,157.9404367,20.561,-1,17.07,0.402408699,58.56842503,31,1,3,0,2,4,4,4,4,in-domain
C.C.C=CC(C)=O,0,0,55.20035948,0,1,1,7,88.065,2.0336,102.1044651,34.34,0,17.07,0.462857498,55.20035948,44,0,3,4,2,3,4,4,4,in-domain
C=CC(=O)C=C.[Cl-],0,0,76.080944,0,1,2,7,111.507,-2.0685,117.0112661,25.401,-1,17.07,0.380151155,76.080944,40,0,3,3,2,4,4,4,4,in-domain
C=CC(C)=O.[Na],0,0,58.56842503,0,1,1,6,87.033,0.3806,93.03163409,26.632,0,17.07,0.338096693,58.56842503,29,1,3,4,2,4,4,3,4,in-domain
C=C.C=C.C=CC(C)=O,0,0,72.63682062,0,1,1,9,112.087,2.3658,126.1044651,43.386,0,17.07,0.389133453,72.63682062,52,0,3,2,2,4,4,4,4,in-domain
C=CC(C)=O.[Cl-],0,0,58.56842503,0,1,1,6,99.496,-2.2346,105.0112661,20.878,-1,17.07,0.345074499,58.56842503,36,0,3,3,0,4,4,4,4,in-domain
C=CC(C)=O.CC(C)=O,0,0,110.0845584,0,2,1,9,116.075,1.3567,128.0837296,37.233,0,34.14,0.499461949,110.0845584,52,0,3,3,0,3,4,3,4,in-domain
C=CC(C)=O.[Fe],0,0,58.56842503,0,1,1,6,119.888,0.7589,125.9768023,20.878,0,17.07,0.373998015,58.56842503,36,0,3,4,2,4,4,4,4,in-domain
C.C=C=O.C=CC(C)=O,0,0,108.0845584,0,2,1,9,116.075,1.4015,128.0837296,38.9295,0,34.14,0.394872866,108.0845584,52,0,3,2,2,4,4,4,4,in-domain
C=CC(C)=O.I,0,0,58.56842503,0,1,1,6,190.947,1.3794,197.9541628,36.293,0,17.07,0.459045231,58.56842503,36,0,3,2,0,4,4,3,4,in-domain
C=CC(C)=O.[CH+]=C,0,0,64.58027135,0,1,1,7,88.065,1.36679,97.06479133,30.805,1,17.07,0.356470163,64.58027135,38,0,3,3,2,4,4,4,4,in-domain
[CH]=CC(C)=O,0,0,54.6682905,0,1,1,5,64.043,0.56459,69.03403978,19.551,0,17.07,0.411116066,54.6682905,27,1,4,4,2,4,3,4,4,in-domain
C=CC(C)=[18O],0,0,54.6682905,0,1,1,5,66.043161,0.7614,72.04611119,20.878,0,17.07,0.329923562,54.6682905,28,0,3,4,2,4,4,3,4,in-domain
C=CC(C)=[17O],0,0,54.6682905,0,1,1,5,65.0431317,0.7614,71.04608189,20.878,0,17.07,0.416977672,54.6682905,28,0,3,4,2,4,4,3,4,in-domain
C=CC([CH2-])=O.[Pr+3],0,0,58.56842503,0,1,1,6,204.951,0.57559,209.9405954,20.561,2,17.07,0.45649394,58.56842503,28,0,3,0,2,4,4,4,4,in-domain
[CH-]=CC(=O)C=C,0,0,71.93923455,0,1,2,6,76.054,0.73069,81.03458836,24.074,-1,17.07,0.353518415,71.93923455,32,0,3,4,2,4,4,4,4,in-domain
[C]=CC(=O)C=C,0,0,71.93923455,0,1,2,6,76.054,0.60769,80.02621475,23.017,0,17.07,0.443928555,71.93923455,30,2,3,4,2,4,4,4,4,in-domain
C=CC(C)=[O+][S-],0,0,75.61727061,0,1,1,6,96.11,0.759,102.0139358,28.243,0,11.3,0.270088663,75.61727061,34,0,3,3,2,4,4,4,4,in-domain
ClC=C(Cl)Cl,0,0,42.85475297,0,0,0,5,130.381,2.5017,129.9143831,25.642,0,0,0.473775059,42.85475297,30,0,4,4,3,4,4,4,4,in-domain
[2H]C(Cl)=C(Cl)Cl,0,0,58.86238311,0,0,0,5,130.381,2.5017,130.9206598,25.642,0,0,0.475001319,58.86238311,30,0,3,4,3,4,4,4,4,in-domain
Cl[13CH]=[13C](Cl)Cl,0,0,42.85475297,0,0,0,5,132.3657097,2.5017,131.9210928,25.642,0,0,0.445464883,42.85475297,30,0,4,4,1,4,4,4,4,in-domain
ClC(Cl)Cl.ClC=C(Cl)Cl,0,0,69.61727061,0,0,0,9,248.751,4.4881,247.8287661,46.989,0,0,0.556015726,69.61727061,56,0,4,4,1,4,4,4,4,in-domain
Cl.ClC=C(Cl)Cl,0,0,43.509775,0,0,0,6,165.834,2.9235,165.8910608,32.89,0,0,0.520893292,43.509775,38,0,4,4,1,4,3,4,4,in-domain
ClC(Cl)(Cl)Cl.ClC=C(Cl)Cl,0,0,89.90907181,0,0,0,10,284.204,5.0546,281.7897938,51.785,0,0,0.545965354,89.90907181,62,0,4,4,1,4,4,4,4,in-domain
ClC=C(Cl)Cl.ClCCl,0,0,54.69412205,0,0,0,8,213.298,3.9232,213.8677385,42.215,0,0,0.538265622,54.69412205,50,0,3,4,1,4,4,4,4,in-domain
ClC=C(Cl)Cl.F,0,0,46.7548875,0,0,0,6,149.379,2.6542,149.9206113,28.145,0,0,0.499228481,46.7548875,38,0,4,4,1,4,3,4,4,in-domain
ClC=C(Cl)Cl.[Cl-],0,0,43.509775,0,0,0,6,165.834,-0.4943,164.8837843,25.642,-1,0,0.455913464,43.509775,38,0,4,4,1,4,3,4,4,in-domain
ClC=C(Cl)Cl.[Fe],0,0,46.7548875,0,0,0,6,186.226,2.4992,185.8493206,25.642,0,0,0.511033123,46.7548875,38,0,4,4,1,4,3,4,4,in-domain
ClC=C(Cl)Cl.[K],0,0,46.7548875,0,0,0,6,169.479,2.1209,168.8780898,31.396,0,0,0.488736413,46.7548875,31,1,4,4,1,4,3,4,4,in-domain
C=Cl/C(=C/Cl)/Cl,,,,,,,,,,,,,,,,,,2,4,2,4,1,3,4,out-of-domain
ClC=C(Cl)Cl.ClCl,0,0,44.04184398,0,0,0,7,201.287,3.8807,199.8520884,37.348,0,0,0.558908761,44.04184398,44,0,4,4,1,4,4,4,4,in-domain
Cl.Cl.ClC=C(Cl)Cl,0,0,44.04184398,0,0,0,7,201.287,3.3453,201.8677385,40.138,0,0,0.567427636,44.04184398,46,0,4,4,1,4,4,4,4,in-domain
C=C=ClC(=CCl)Cl,,,,,,,,,,,,,,,,,,2,4,2,4,1,3,4,out-of-domain
C(=C(Cl)Cl=C(Cl)Cl)Cl,,,,,,,,,,,,,,,,,,2,4,2,4,1,3,4,out-of-domain
ClC=C(Cl)Cl.[Al],0,0,46.7548875,0,0,0,6,157.363,2.1209,156.8959217,31.396,0,0,0.47380313,46.7548875,33,3,4,4,3,4,3,4,4,in-domain
C=ClC(=CCl)Cl,,,,,,,,,,,,,,,,,,2,4,2,4,1,3,4,out-of-domain
ClC=C(Cl)Cl.[Cl-].[Cl-].[Cl-].[Cl-],0,0,44.87784056,0,0,0,9,272.193,-9.4823,269.7919881,25.642,-4,0,0.411155722,44.87784056,62,0,4,4,1,4,4,4,4,out-of-domain
Br.ClC=C(Cl)Cl,0,0,46.7548875,0,0,0,6,210.285,3.0796,209.8405452,35.964,0,0,0.578613057,46.7548875,38,0,4,4,1,4,4,4,4,in-domain
ClC=C(Cl)Cl.I,0,0,46.7548875,0,0,0,6,257.285,3.1197,257.8266811,41.057,0,0,0.586319542,46.7548875,38,0,4,4,1,4,4,4,4,in-domain
ClC=C(Cl)Cl.[Cl-].[Cl-].[Cl-],0,0,44.490225,0,0,0,8,236.74,-6.4863,234.8225869,25.642,-3,0,0.393320318,44.490225,54,0,4,4,1,4,4,4,4,in-domain
ClC=C(Cl)Cl.[Ni],0,0,46.7548875,0,0,0,6,189.074,2.4992,187.849726,25.642,0,0,0.514549378,46.7548875,40,0,4,4,1,4,3,4,4,in-domain
ClC=C(Cl)Cl.[Cs],0,0,46.7548875,0,0,0,6,263.286,2.1209,262.819835,31.396,0,0,0.628497474,46.7548875,31,1,4,4,1,4,4,4,4,in-domain
ClC=C(Cl)Cl.[F-],0,0,46.7548875,0,0,0,6,149.379,-0.4943,148.9133349,25.642,-1,0,0.436977917,46.7548875,38,0,4,4,1,4,3,4,4,in-domain
ClC=C(Cl)Cl.[Na],0,0,46.7548875,0,0,0,6,153.371,2.1209,152.9041524,31.396,0,0,0.468938589,46.7548875,31,1,4,4,3,4,4,4,4,in-domain
C(=C(Cl)Cl(Cl)(Cl)(Cl)Cl)Cl,,,,,,,,,,,,,,,,,,2,4,2,4,1,3,4,out-of-domain
ClC=C(Cl)Cl.[K+],0,0,46.7548875,0,0,0,6,169.479,-0.4943,168.8775412,25.642,1,0,0.430463311,46.7548875,30,0,4,4,1,4,3,4,4,in-domain
ClC=C(Cl)Cl.[Ni+2],0,0,46.7548875,0,0,0,6,189.074,2.4992,187.8486288,25.642,2,0,0.514549378,46.7548875,38,0,4,4,1,4,3,4,4,in-domain
ClC=C(Cl)Cl.[Sb+3],0,0,46.7548875,0,0,0,6,252.141,2.1209,250.816553,31.396,3,0,0.579991513,46.7548875,32,2,4,4,1,4,4,4,4,in-domain
Cl[14CH]=[14C](Cl)Cl,0,0,42.85475297,0,0,0,5,134.365484,2.5017,133.9208671,25.642,0,0,0.478658603,42.85475297,30,0,3,4,3,4,4,4,4,in-domain
ClC=C(Cl)Cl.[Si],0,0,46.7548875,0,0,0,6,158.467,2.1209,157.8913096,31.396,0,0,0.475154403,46.7548875,34,4,4,4,3,4,3,4,4,in-domain
Cl[C]=CCl,0,0,19.21928095,0,0,0,4,94.928,1.73839,94.94553039,19.519,0,0,0.430389395,19.21928095,23,1,2,4,2,4,4,4,4,in-domain
[35Cl]C=C([35Cl])[35Cl],0,0,42.85475297,0,0,0,5,128.928558,2.5017,129.9143831,25.642,0,0,0.47201322,42.85475297,30,0,4,4,3,4,4,4,4,in-domain
C(Cl)[Cl-]C=C(Cl)Cl,,,,,,,,,,,,,,,,,,2,4,2,4,1,3,4,out-of-domain
C=CC(N)=O,0,0,57.913403,1,1,1,5,66.039,-0.3423,71.03711378,19.3914,0,43.09,0.421995839,57.913403,28,0,3,3,2,4,4,4,4,in-domain
[2H]C([2H])=C([2H])C(N)=O,0,0,137.4639616,1,1,1,5,66.039,-0.3423,74.05594402,19.3914,0,43.09,0.424597523,137.4639616,28,0,3,3,2,4,4,4,4,in-domain
[13CH2]=[13CH][13C](N)=O,0,0,57.913403,1,1,1,5,69.01606452,-0.3423,74.0471783,19.3914,0,43.09,0.335245361,57.913403,28,0,3,3,2,4,4,4,4,in-domain
C=C[13C](N)=O,0,0,57.913403,1,1,1,5,67.03135484,-0.3423,72.04046862,19.3914,0,43.09,0.333888809,57.913403,28,0,3,3,2,4,4,4,4,in-domain
[2H]C([2H])=C([2H])C(=O)N([2H])[2H],0,0,171.7318768,1,1,1,5,66.039,-0.3423,76.06849751,19.3914,0,43.09,0.426370538,171.7318768,28,0,3,3,2,4,4,4,4,in-domain
C=CC(=O)NF,0,0,71.1934494,1,1,1,6,85.037,0.1731,89.02769197,19.4477,0,29.1,0.359891296,71.1934494,34,0,3,4,2,4,4,4,4,in-domain
[2H]N([2H])C(=O)C=C,0,0,90.93569697,1,1,1,5,66.039,-0.3423,73.04966727,19.3914,0,43.09,0.42372257,90.93569697,28,0,3,3,2,4,4,4,4,in-domain
C=CC([NH-])=O.[Na+],0,0,61.81353753,0,1,1,6,89.029,-2.2448,93.01905803,19.5257,0,40.87,0.266616122,61.81353753,28,0,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.Cl,0,0,61.81353753,1,1,1,6,101.492,0.0795,107.0137915,26.6394,0,43.09,0.474080501,61.81353753,36,0,3,3,2,4,4,4,4,in-domain
C=C.C=CC(N)=O,0,0,68.48040588,1,1,1,7,90.061,0.4599,99.06841391,30.6454,0,43.09,0.376373003,68.48040588,40,0,3,3,2,4,4,4,4,in-domain
C=CC(=O)NCl,0,0,71.1934494,1,1,1,6,101.492,0.4424,104.9981414,24.1927,0,29.1,0.380641938,71.1934494,34,0,3,4,2,4,4,4,4,in-domain
C=CC(=O)NS,0,0,71.1934494,2,2,1,6,98.106,0.1334,103.0091848,27.3257,0,29.1,0.35834616,71.1934494,34,0,3,3,2,4,4,4,4,in-domain
C=CC(=O)NBr,0,0,71.1934494,1,1,1,6,145.943,0.5985,148.9476258,27.2667,0,29.1,0.42989552,71.1934494,34,0,3,0,2,4,4,4,4,in-domain
