SMILES,atom undefined stereo count,bond defined stereo count,complexity,hydrogen bond donors,hydrogen bond acceptors,rotatable bonds,heavy atom count,heavy atom molecular weight,LogP,monoisotopic weight,molar refractivity,total charge,topological polar surface area,quantitative estimate of drug-likeness,molecular complexity index,number of valence electrons,radical electrons,Acute toxicity,Flammability,Instability,Skin Toxicity,Respiratory Toxicity,Eye Toxicity,Environmental Toxicity,domain_status
C=CC(N)=O.O,0,0,59.81353753,1,1,1,6,82.038,-1.167,89.04767846,23.0052,0,74.59,0.40378234,59.81353753,36,0,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.CCCC,0,0,76.98533617,1,1,2,9,114.083,1.4641,129.1153641,39.9734,0,43.09,0.563462994,76.98533617,54,0,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.CCC,0,0,68.92878689,1,1,1,8,102.072,1.074,115.099714,35.3564,0,43.09,0.510285397,68.92878689,48,0,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.Cl.Cl.Cl,0,0,65.54887502,1,1,1,8,172.398,0.9231,178.9671469,41.1354,0,43.09,0.599408004,65.54887502,52,0,3,0,2,4,4,4,4,in-domain
NC(=O)/C=C/F,0,1,78.86238311,1,1,1,6,85.037,-0.0451,89.02769197,19.4424,0,43.09,0.449668752,78.86238311,34,0,4,3,2,4,4,4,4,in-domain
NC(=O)C=CF,0,0,78.86238311,1,1,1,6,85.037,-0.0451,89.02769197,19.4424,0,43.09,0.449668752,78.86238311,34,0,4,3,2,4,4,4,4,in-domain
NC(=O)/C=C\I,0,1,78.86238311,1,1,1,6,192.943,0.4204,196.9337617,32.3544,0,43.09,0.479953123,78.86238311,34,0,4,2,2,4,3,4,4,in-domain
C=CC(N)=O.O.O,0,0,61.20035948,1,1,1,7,98.037,-1.9917,107.0582431,26.619,0,106.09,0.384548813,61.20035948,44,0,3,3,2,4,4,4,4,in-domain
C=CC([NH-])=O.[CH3-].[Pd+2],0,0,62.71013448,0,1,1,7,184.47,1.19899,190.9562498,25.9397,0,40.87,0.348812,62.71013448,44,0,3,0,2,4,4,4,4,in-domain
C=CC(=O)N[Se],0,0,71.1934494,1,1,1,6,144.999,-0.6279,149.94581,24.0937,0,29.1,0.390065315,71.1934494,33,1,3,3,2,4,4,4,4,in-domain
C=CC([NH-])=O.[K+],0,0,61.81353753,0,1,1,6,105.137,-2.2448,108.9929954,19.5257,0,40.87,0.276995134,61.81353753,28,0,3,3,2,4,4,4,4,in-domain
C=C.C=C.C=CC(N)=O,0,0,76.98533617,1,1,1,9,114.083,1.2621,127.099714,41.8994,0,43.09,0.417961918,76.98533617,52,0,3,2,2,4,4,4,4,in-domain
C=CC(N)=O.[NH4+],0,0,59.81353753,2,1,1,6,80.046,0.0339,89.07093933,25.3762,1,79.59,0.436619518,59.81353753,36,0,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.[H+],0,0,61.81353753,1,1,1,5,66.039,-0.2298,72.04439023,20.5034,1,43.09,0.427046311,61.81353753,28,0,3,2,2,4,4,4,4,in-domain
C=CC(N)=O.[Br-],0,0,61.81353753,1,1,1,6,145.943,-3.3383,149.9559995,19.3914,-1,43.09,0.39098282,61.81353753,36,0,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.[Pb],0,0,61.81353753,1,1,1,6,273.239,-0.7231,279.0137659,25.1454,0,43.09,0.498992654,61.81353753,32,4,4,1,2,4,4,4,4,in-domain
C=CC(=O)NP,0,0,71.1934494,1,1,1,6,97.013,0.0787,103.0187004,28.0497,0,29.1,0.369229219,71.1934494,34,0,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.N,0,0,59.81353753,2,2,1,6,80.046,-0.1803,88.06366288,24.4135,0,78.09,0.435920153,59.81353753,36,0,3,3,2,4,4,4,4,in-domain
[2H]C(=C)C(N)=O,0,0,76.79398752,1,1,1,5,66.039,-0.3423,72.04339053,19.3914,0,43.09,0.422855338,76.79398752,28,0,3,3,2,4,4,4,4,in-domain
Br.C=CC(N)=O,0,0,61.81353753,1,1,1,6,145.943,0.2356,150.9632759,29.7134,0,43.09,0.536818105,61.81353753,36,0,3,0,2,4,4,4,4,in-domain
C=CC([NH3+])=O,0,0,57.913403,1,1,1,5,66.039,-1.0591,72.04439023,18.0921,1,44.71,0.394182344,57.913403,28,0,3,2,2,4,4,4,4,in-domain
C=CC(N)=O.[Cl-],0,0,61.81353753,1,1,1,6,101.492,-3.3383,106.006515,19.3914,-1,43.09,0.349224243,61.81353753,36,0,3,2,2,4,4,4,4,in-domain
C=CC(N)=O.Cl.Cl,0,0,63.95524698,1,1,1,7,136.945,0.5013,142.9904692,33.8874,0,43.09,0.534704449,63.95524698,44,0,3,0,2,4,4,4,4,in-domain
[CH+]=CC(N)=O,0,0,57.913403,1,1,1,5,66.039,-0.53911,70.02874017,18.0644,1,43.09,0.326558143,57.913403,26,0,4,2,2,4,3,4,4,in-domain
[2H]NC(=O)C=C,0,0,71.1934494,1,1,1,5,66.039,-0.3423,72.04339053,19.3914,0,43.09,0.422855338,71.1934494,28,0,3,3,2,4,4,4,4,in-domain
NC(=O)C=CI,0,0,78.86238311,1,1,1,6,192.943,0.4204,196.9337617,32.3544,0,43.09,0.479953123,78.86238311,34,0,4,2,2,4,3,4,4,in-domain
C=CC(N)=O.[K],0,0,61.81353753,1,1,1,6,105.137,-0.7231,110.0008205,25.1454,0,43.09,0.351025648,61.81353753,29,1,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.[Si],0,0,61.81353753,1,1,1,6,94.125,-0.7231,99.01404031,25.1454,0,43.09,0.341854331,61.81353753,32,4,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.Cl.N,0,0,63.95524698,2,2,1,7,115.499,0.2415,124.0403406,31.6615,0,78.09,0.491512594,63.95524698,44,0,3,0,2,4,4,4,4,in-domain
C=CC(N)=O.[Zr],0,0,61.81353753,1,1,1,6,157.263,-0.3448,160.9418182,19.3914,0,43.09,0.526477855,61.81353753,32,0,3,2,2,4,4,4,4,in-domain
C=CC(N)=O.[Ag],0,0,61.81353753,1,1,1,6,173.907,-0.3448,177.9422108,19.3914,0,43.09,0.433621111,61.81353753,39,1,3,2,2,4,4,4,4,in-domain
C=CC(N)=O.[Al],0,0,61.81353753,1,1,1,6,93.021,-0.7231,98.01865241,25.1454,0,43.09,0.340969034,61.81353753,31,3,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.[K+].[OH-],0,0,63.95524698,1,2,1,7,121.136,-3.5151,127.0035601,21.3272,0,73.09,0.292844378,63.95524698,36,0,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.[Sn],0,0,61.81353753,1,1,1,6,184.75,-0.7231,190.9393085,25.1454,0,43.09,0.4295891,61.81353753,32,4,3,2,2,4,4,4,4,in-domain
C=CC(N)=O.S,0,0,61.81353753,1,1,1,6,98.106,-0.2295,105.0248348,29.7724,0,43.09,0.459809377,61.81353753,36,0,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.I,0,0,61.81353753,1,1,1,6,192.943,0.2757,198.9494118,34.8064,0,43.09,0.477754001,61.81353753,36,0,3,0,2,4,4,4,4,in-domain
C=CC(N)=O.[Zn],0,0,61.81353753,1,1,1,6,131.429,-0.3448,134.966256,19.3914,0,43.09,0.388837425,61.81353753,30,0,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.[Cl-].[NH4+],0,0,63.95524698,2,1,1,7,115.499,-2.9621,124.0403406,25.3762,0,79.59,0.360119648,63.95524698,44,0,3,2,2,4,4,4,4,in-domain
C=CC(N)=O.[Ti],0,0,61.81353753,1,1,1,6,113.906,-0.3448,118.9850601,19.3914,0,43.09,0.371837367,61.81353753,32,0,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.[Cu],0,0,61.81353753,1,1,1,6,129.585,-0.3448,133.9667113,19.3914,0,43.09,0.386992135,61.81353753,39,1,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.[Ru],0,0,61.81353753,1,1,1,6,167.109,-0.3448,172.9414631,19.3914,0,43.09,0.426292822,61.81353753,36,0,3,2,2,4,4,4,4,in-domain
[3H]C(=C)C(N)=O,0,0,76.79398752,1,1,1,5,66.039,-0.3423,73.04533803,19.3914,0,43.09,0.423718973,76.79398752,28,0,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.[Ca],0,0,61.81353753,1,1,1,6,106.117,-0.7231,110.9997048,25.1454,0,43.09,0.351870853,61.81353753,30,2,3,3,2,4,4,4,4,in-domain
C=CC(=O)N[SiH3],1,0,71.1934494,1,1,1,6,94.125,-1.431,101.0296904,28.2787,0,29.1,0.318252238,71.1934494,34,0,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.CC,0,0,59.10049401,1,1,1,7,90.061,0.6839,101.084064,30.7394,0,43.09,0.484866897,59.10049401,42,0,3,4,0,3,4,4,4,in-domain
C=CC(N)=O.N.N,0,0,61.20035948,3,3,1,7,94.053,-0.0183,105.090212,29.4356,0,113.09,0.406984467,61.20035948,44,0,3,3,2,4,4,4,4,in-domain
C=CC(=O)NCl(=O)=O,,,,,,,,,,,,,,,,,,2,4,2,4,1,3,4,out-of-domain
[B]NC(=O)C=C,0,0,71.1934494,1,1,1,6,76.851,-0.6279,81.03859415,24.0937,0,29.1,0.330167581,71.1934494,30,2,3,4,2,4,4,4,4,in-domain
C=CC(N)=O.CC.[HH],0,0,63.44900955,1,1,1,7,90.061,0.9299,103.099714,32.8534,0,43.09,0.492755643,63.44900955,44,0,3,4,0,3,4,4,4,in-domain
C=CC([NH-])=O.[NH2-].[Re],0,0,63.95524698,0,1,1,7,266.253,1.4658,273.0048631,24.8101,-2,74.37,0.665873372,63.95524698,43,1,3,1,2,4,4,4,4,in-domain
[2H]C=C([2H])C(N)=O,0,0,109.5025348,1,1,1,5,66.039,-0.3423,73.04966727,19.3914,0,43.09,0.42372257,109.5025348,28,0,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.[HH],0,0,61.81353753,1,1,1,5,66.039,-0.0963,73.05276384,21.5054,0,43.09,0.432719994,61.81353753,30,0,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.[OH-],0,0,59.81353753,1,2,1,6,82.038,-0.5191,88.04040201,21.3272,-1,73.09,0.437823883,59.81353753,36,0,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.[Na+].[OH-],0,0,63.95524698,1,2,1,7,105.028,-3.5151,111.0296227,21.3272,0,73.09,0.2812461,63.95524698,36,0,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.F,0,0,61.81353753,1,1,1,6,85.037,-0.1898,91.04334203,21.8944,0,43.09,0.446400314,61.81353753,36,0,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.[Cl-].[Li+],0,0,65.95524698,1,1,1,7,108.433,-6.3343,113.021971,19.3914,0,43.09,0.266851444,65.95524698,36,0,4,3,2,4,4,4,4,in-domain
C=CC(N)=O.[Cl-].[Na+],0,0,65.95524698,1,1,1,7,124.482,-6.3343,128.9957357,19.3914,0,43.09,0.277874499,65.95524698,36,0,4,3,2,4,4,4,4,in-domain
C=CC(N)=O.[SiH4],1,0,61.81353753,1,1,1,6,94.125,-1.7939,103.0453404,30.7254,0,43.09,0.308871911,61.81353753,36,0,3,2,2,4,4,4,4,in-domain
C=CC(N)=O.[B],0,0,61.81353753,1,1,1,6,76.851,-0.7231,82.04641918,25.1454,0,43.09,0.328758846,61.81353753,31,3,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.P,0,0,61.81353753,1,1,1,6,97.013,-0.2842,105.0343505,30.4964,0,43.09,0.361286515,61.81353753,36,0,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.[Na].[Na],0,0,63.95524698,1,1,1,7,112.019,-1.1039,117.0166523,30.8994,0,43.09,0.343406076,63.95524698,30,2,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.OO,0,0,61.20035948,3,3,1,7,98.037,-0.3249,105.0425931,24.649,0,83.55,0.242442954,61.20035948,42,0,3,0,2,4,4,4,4,in-domain
C=C[12C](N)=O,0,0,57.913403,1,1,1,5,66.028,-0.3423,71.03711378,19.3914,0,43.09,0.421986484,57.913403,28,0,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.[Cl-].[Cl-],0,0,63.95524698,1,1,1,7,136.945,-6.3343,140.9759163,19.3914,-2,43.09,0.36340003,63.95524698,44,0,3,2,2,4,4,4,4,in-domain
C#C.C=CC(N)=O,0,0,83.3260565,1,1,1,7,90.061,-0.0929,97.05276384,29.2814,0,43.09,0.360295946,83.3260565,38,0,3,3,2,4,4,4,4,in-domain
C=CC([NH3+])=O.[Na+],0,0,61.81353753,1,1,1,6,89.029,-4.0551,95.03361093,18.0921,2,44.71,0.261260948,61.81353753,28,0,3,2,2,4,4,4,4,in-domain
C.C=CC(N)=O,0,0,58.56842503,1,1,1,6,78.05,0.2938,87.06841391,26.1224,0,43.09,0.458896643,58.56842503,36,0,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.[Mg],0,0,61.81353753,1,1,1,6,90.344,-0.7231,95.02215548,25.1454,0,43.09,0.338849095,61.81353753,30,2,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.[Li],0,0,61.81353753,1,1,1,6,72.98,-0.7231,78.05311833,25.1454,0,43.09,0.326052842,61.81353753,29,1,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.[NH4+].[Na+],0,0,63.95524698,2,1,1,7,103.036,-2.9621,112.06016,25.3762,2,79.59,0.275619981,63.95524698,36,0,3,2,2,4,4,4,4,in-domain
C=CC(N)=O.[Al+3].[Cl-].[Cl-].[Cl-],0,0,70.07820003,1,1,1,9,199.38,-9.7111,202.9252105,25.1454,0,43.09,0.334561494,70.07820003,52,0,3,3,2,4,4,4,4,out-of-domain
C=CC(N)=O.[Ar],0,0,61.81353753,1,1,1,6,105.987,-0.3423,110.9994969,19.3914,0,43.09,0.461831866,61.81353753,36,0,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.[Bi],0,0,61.81353753,1,1,1,6,275.019,-0.7231,280.0175125,25.1454,0,43.09,0.499620883,61.81353753,33,3,4,1,2,4,4,4,4,in-domain
C=CC(N)=O.[Cl-].[K+],0,0,65.95524698,1,1,1,7,140.59,-6.3343,144.9696731,19.3914,0,43.09,0.28967543,65.95524698,36,0,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.[As],0,0,61.81353753,1,1,1,6,140.961,-0.7231,145.9587103,25.1454,0,43.09,0.384524399,61.81353753,33,3,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.[H-],0,0,61.81353753,1,1,1,5,66.039,-0.2298,72.04548739,20.5034,-1,43.09,0.427046311,61.81353753,30,0,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.[Na],0,0,61.81353753,1,1,1,6,89.029,-0.7231,94.02688306,25.1454,0,43.09,0.33782175,61.81353753,29,1,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.[Ni],0,0,61.81353753,1,1,1,6,124.732,-0.3448,128.9724567,19.3914,0,43.09,0.382195384,61.81353753,38,0,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.[F-],0,0,61.81353753,1,1,1,6,85.037,-3.3383,90.03606558,19.3914,-1,43.09,0.336012636,61.81353753,36,0,3,2,2,4,4,4,4,in-domain
C=CC(N)=O.[O-2].[O-2].[Ti+4],0,0,65.54887502,1,1,1,8,145.904,-0.5824,150.9748893,20.7644,0,100.09,0.392786744,65.54887502,44,0,3,3,2,4,4,4,4,in-domain
NC(=O)/C=C/I,0,1,78.86238311,1,1,1,6,192.943,0.4204,196.9337617,32.3544,0,43.09,0.479953123,78.86238311,34,0,4,2,2,4,3,4,4,in-domain
C=CC(N)=O.[Ti+2],0,0,61.81353753,1,1,1,6,113.906,-0.3448,118.9839629,19.3914,2,43.09,0.371837367,61.81353753,30,0,3,2,2,4,4,4,4,in-domain
C=CC(N)=O.[Na+],0,0,61.81353753,1,1,1,6,89.029,-3.3383,94.02633448,19.3914,1,43.09,0.26775112,61.81353753,28,0,3,2,2,4,4,4,4,in-domain
C=CC(N)=O.[I-],0,0,61.81353753,1,1,1,6,192.943,-3.3383,197.9421354,19.3914,-1,43.09,0.347121481,61.81353753,36,0,3,2,2,4,4,4,4,in-domain
C=CC(=O)N[Si],0,0,71.1934494,1,1,1,6,94.125,-0.6279,98.00621528,24.0937,0,29.1,0.343251456,71.1934494,31,3,2,3,3,4,4,4,4,in-domain
C=CC(=O)N[S],0,0,71.1934494,1,1,1,6,98.106,0.4011,102.0013597,25.9307,0,29.1,0.476951629,71.1934494,33,1,3,4,2,4,4,4,4,in-domain
C=CC(N)=O.[Cu+],0,0,61.81353753,1,1,1,6,129.585,-0.3448,133.9661627,19.3914,1,43.09,0.386992135,61.81353753,38,0,3,2,2,4,4,4,4,in-domain
C=CC(N)=O.[Zr+2],0,0,61.81353753,1,1,1,6,157.263,-0.3448,160.940721,19.3914,2,43.09,0.526477855,61.81353753,30,0,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.[K+],0,0,61.81353753,1,1,1,6,105.137,-3.3383,110.0002719,19.3914,1,43.09,0.278216279,61.81353753,28,0,3,2,2,4,4,4,4,in-domain
[CH]=CC(N)=O,0,0,57.913403,1,1,1,5,66.039,-0.53911,70.02928875,18.0644,0,43.09,0.413559838,57.913403,27,1,4,3,2,4,4,4,4,in-domain
C=CC(N)=O.[Po],0,0,61.81353753,1,1,1,6,275.039,-0.7231,280.0195442,25.1454,0,43.09,0.63273864,61.81353753,34,2,4,3,2,4,4,4,4,in-domain
C=CC([NH-])=O.[Ac],0,0,61.81353753,0,1,1,6,293.039,0.7512,297.0575894,19.5257,-1,40.87,0.658530172,61.81353753,31,1,3,1,2,4,4,4,4,in-domain
C=CC(N)=O.[Cr],0,0,61.81353753,1,1,1,6,118.035,-0.3448,122.9776213,19.3914,0,43.09,0.475830693,61.81353753,34,0,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.[Hf],0,0,61.81353753,1,1,1,6,244.529,-0.3448,250.9836638,19.3914,0,43.09,0.50125841,61.81353753,32,0,4,3,2,4,4,4,4,in-domain
C=CC(N)=O.[Ta],0,0,61.81353753,1,1,1,6,246.987,-0.3448,251.9851096,19.3914,0,43.09,0.637001159,61.81353753,33,1,4,3,2,4,4,4,4,in-domain
C=CC(N)=O.Cl.[Al],0,0,65.95524698,1,1,1,7,128.474,-0.3013,133.9953301,32.3934,0,43.09,0.388387164,65.95524698,39,3,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.[Al]Cl,0,0,65.95524698,1,1,1,7,128.474,-0.0336,132.9875051,30.9984,0,43.09,0.396147203,65.95524698,38,2,3,3,2,4,4,4,4,in-domain
C=CC(=O)N[Si].[Li],0,0,75.33515885,1,1,1,7,101.066,-1.0087,105.0222198,29.8477,0,29.1,0.335811382,75.33515885,32,4,2,3,3,4,4,4,4,in-domain
C=CC(=O)NCl=O,,,,,,,,,,,,,,,,,,2,4,2,4,1,3,4,out-of-domain
C=CC(N)=O.[Ge],0,0,61.81353753,1,1,1,6,138.649,-0.7231,144.9582916,25.1454,0,43.09,0.382225537,61.81353753,32,4,3,3,2,4,4,4,4,in-domain
C=CC([NH-])=O.[Re],0,0,61.81353753,0,1,1,6,252.246,0.7487,256.9855904,19.5257,-1,40.87,0.638172583,61.81353753,35,1,3,1,2,4,4,4,4,in-domain
C=C=O.C=CC(N)=O,0,0,111.5970774,1,2,1,8,106.06,-0.3383,113.0476785,30.7119,0,60.16,0.37331803,111.5970774,44,0,3,4,2,4,4,4,4,in-domain
C=CC(N)=O.O=[Cr],0,0,73.33515885,1,2,1,7,134.034,-0.4636,138.9725359,20.0779,0,60.16,0.499277588,73.33515885,40,0,3,2,2,4,4,4,4,in-domain
C=CC(N)=O.[Mn],0,0,61.81353753,1,1,1,6,120.977,-0.3448,125.9751589,19.3914,0,43.09,0.378546833,61.81353753,35,1,3,3,2,4,4,4,4,in-domain
C=CC(N)=O.O=[Fe],0,0,73.33515885,1,2,1,7,137.883,-0.4636,142.9669659,20.0779,0,60.16,0.398193011,73.33515885,42,0,3,2,2,4,4,4,4,in-domain
C=CC(=O)NI,0,0,71.1934494,1,1,1,6,192.943,0.6386,196.9337617,32.3597,0,29.1,0.372632667,71.1934494,34,0,3,0,2,4,4,4,4,in-domain
[2H][13C]([2H])=[13C]([2H])[13C](N)=O,0,0,137.4639616,1,1,1,5,69.01606452,-0.3423,77.06600854,19.3914,0,43.09,0.337353745,137.4639616,28,0,2,3,2,4,2,4,4,in-domain
C=CC(=O)NSS,0,0,83.00409256,2,3,2,7,130.173,0.7816,134.9812558,34.9167,0,29.1,0.253460272,83.00409256,40,0,3,1,2,4,4,4,4,in-domain
C=CC(=O)NSN,0,0,83.00409256,2,3,2,7,112.113,-0.1895,118.0200838,30.1181,0,55.12,0.390096261,83.00409256,40,0,4,4,2,4,4,4,4,in-domain
C=CC(=O)O,0,0,55.913403,1,1,1,5,68.031,0.257,72.02112937,17.8328,0,37.3,0.45085806,55.913403,28,0,3,4,2,4,4,4,4,in-domain
[2H]OC(=O)C([2H])=C([2H])[2H],0,0,147.8917376,1,2,1,5,68.031,0.257,76.04623635,17.8328,0,37.3,0.454605492,147.8917376,28,0,2,4,2,4,2,3,4,in-domain
C=CC(=O)O.[Na],0,0,59.81353753,1,1,1,6,91.021,-0.1238,95.01089865,23.5868,0,37.3,0.363748094,59.81353753,29,1,3,3,2,4,4,4,4,in-domain
C=C.C=CC(=O)O,0,0,66.48040588,1,1,1,7,92.053,1.0592,100.0524295,29.0868,0,37.3,0.394852191,66.48040588,40,0,3,3,2,4,4,4,4,in-domain
C=C[13C](=O)O,0,0,55.913403,1,1,1,5,69.02335484,0.257,73.02448421,17.8328,0,37.3,0.356729848,55.913403,28,0,3,4,2,4,4,4,4,in-domain
C=CC(=O)O.N,0,0,59.81353753,2,2,1,6,82.038,0.419,89.04767846,22.8549,0,72.3,0.457033301,59.81353753,36,0,3,3,2,4,4,4,4,in-domain
C=CC(=O)O.[Zn],0,0,59.81353753,1,1,1,6,133.421,0.2545,135.9502716,17.8328,0,37.3,0.415683785,59.81353753,30,0,3,3,2,4,4,4,4,in-domain
C=CC(=O)O.[Ti],0,0,59.81353753,1,1,1,6,115.898,0.2545,119.9690757,17.8328,0,37.3,0.397482519,59.81353753,32,0,3,3,2,4,4,4,4,in-domain
C=CC(=O)O.[Cu],0,0,59.81353753,1,1,1,6,131.577,0.2545,134.9507269,17.8328,0,37.3,0.413709308,59.81353753,39,1,3,3,2,4,4,4,4,in-domain
C=CC(=O)O.[Ca],0,0,59.81353753,1,1,1,6,108.109,-0.1238,111.9837203,23.5868,0,37.3,0.378932815,59.81353753,30,2,3,3,2,4,4,4,4,in-domain
C=CC(=O)O.[Ni],0,0,59.81353753,1,1,1,6,126.724,0.2545,129.9564723,17.8328,0,37.3,0.408575394,59.81353753,38,0,3,3,2,4,4,4,4,in-domain
C=CC(=O)O.[Cr],0,0,59.81353753,1,1,1,6,120.027,0.2545,123.9616369,17.8328,0,37.3,0.508659281,59.81353753,34,0,3,3,3,4,4,4,4,in-domain
C=CC(=O)O.[Mg],0,0,59.81353753,1,1,1,6,92.336,-0.1238,96.00617107,23.5868,0,37.3,0.364859224,59.81353753,30,2,3,3,2,4,4,4,4,in-domain
C=CC(=O)O.[Al],0,0,59.81353753,1,1,1,6,95.013,-0.1238,99.002668,23.5868,0,37.3,0.367151667,59.81353753,31,3,3,3,2,4,4,4,4,in-domain
[13CH2]=[13CH][13C](=O)O,0,0,55.913403,1,1,1,5,71.00806452,0.257,75.03119389,17.8328,0,37.3,0.358188831,55.913403,28,0,3,4,2,4,4,4,4,in-domain
C=CC(=O)O.Cl,0,0,59.81353753,1,1,1,6,103.484,0.6788,107.9978071,25.0808,0,37.3,0.501805181,59.81353753,36,0,3,0,3,4,4,4,4,in-domain
[2H]C([2H])=C([2H])C(=O)O,0,0,135.4639616,1,1,1,5,68.031,0.257,75.03995961,17.8328,0,37.3,0.453656314,135.4639616,28,0,4,4,2,4,4,4,4,in-domain
C=CC(=O)O.[Zn],0,0,59.81353753,1,1,1,6,133.421,0.2545,135.9502716,17.8328,0,37.3,0.415683785,59.81353753,30,0,3,3,2,4,4,4,4,in-domain
C=CC(=O)O.[Ti],0,0,59.81353753,1,1,1,6,115.898,0.2545,119.9690757,17.8328,0,37.3,0.397482519,59.81353753,32,0,3,3,2,4,4,4,4,in-domain
C=CC(=O)O.[Fe],0,0,59.81353753,1,1,1,6,123.876,0.2545,127.9560669,17.8328,0,37.3,0.40560712,59.81353753,36,0,3,3,2,4,4,4,4,in-domain
C=CC(=O)O.[Sn],0,0,59.81353753,1,1,1,6,186.742,-0.1238,191.9233241,23.5868,0,37.3,0.462597022,59.81353753,32,4,3,0,2,4,4,4,4,in-domain
C=CC(=O)O.[K],0,0,59.81353753,1,1,1,6,107.129,-0.1238,110.984836,23.5868,0,37.3,0.378019882,59.81353753,29,1,3,3,2,4,4,4,4,in-domain
C=C.C=CC(=O)O.[C-]#[O+],0,0,93.72120768,1,1,1,9,120.063,1.02169,128.0473441,33.0163,0,57.2,0.247879847,93.72120768,50,0,3,3,2,4,4,4,4,in-domain
C=CC(=O)O.[Ag],0,0,59.81353753,1,1,1,6,175.899,0.2545,178.9262264,17.8328,0,37.3,0.463513418,59.81353753,39,1,3,2,2,4,4,4,4,in-domain
C=CC(=O)O.O,0,0,57.05865003,1,1,1,6,84.03,-0.5677,90.03169405,21.4466,0,68.8,0.43794692,57.05865003,36,0,3,3,2,4,4,4,4,in-domain
C=CC(=O)O.[Cu],0,0,59.81353753,1,1,1,6,131.577,0.2545,134.9507269,17.8328,0,37.3,0.413709308,59.81353753,39,1,3,3,2,4,4,4,4,in-domain
C=CC(=O)O.[Li],0,0,59.81353753,1,1,1,6,74.972,-0.1238,79.03713392,23.5868,0,37.3,0.351010014,59.81353753,29,1,3,4,2,4,4,4,4,in-domain
C=CC(=O)O.[Co],0,0,59.81353753,1,1,1,6,126.964,0.2545,130.9543244,17.8328,0,37.3,0.517746876,59.81353753,37,1,3,3,2,4,4,4,4,in-domain
C=CC(=O)O.[Pb],0,0,59.81353753,1,1,1,6,275.231,-0.1238,279.9977815,23.5868,0,37.3,0.536448134,59.81353753,32,4,4,1,2,4,4,4,4,in-domain
C=CC(=O)O.O.[Zn],0,0,61.20035948,1,1,1,7,149.42,-0.5702,153.9608363,21.4466,0,68.8,0.406992155,61.20035948,38,0,3,3,2,4,4,4,4,in-domain
C=CC(=O)O.[La],0,0,59.81353753,1,1,1,6,206.937,0.257,210.9274827,17.8328,0,37.3,0.631162433,59.81353753,31,1,3,0,2,4,4,4,4,in-domain
C=CC(=O)O.[Co],0,0,59.81353753,1,1,1,6,126.964,0.2545,130.9543244,17.8328,0,37.3,0.517746876,59.81353753,37,1,3,3,2,4,4,4,4,in-domain
C=CC(=O)O.[Fe],0,0,59.81353753,1,1,1,6,123.876,0.2545,127.9560669,17.8328,0,37.3,0.40560712,59.81353753,36,0,3,3,2,4,4,4,4,in-domain
C=CC(=O)O.Cl.O,0,0,61.20035948,1,1,1,7,119.483,-0.1459,126.0083718,28.6946,0,68.8,0.49687795,61.20035948,44,0,3,0,2,4,4,4,4,in-domain
C=CC(=O)O.[Mn],0,0,59.81353753,1,1,1,6,122.969,0.2545,126.9591745,17.8328,0,37.3,0.404669067,59.81353753,35,1,3,3,2,4,4,4,4,in-domain
C=CC(=O)O.O.[Zn],0,0,61.20035948,1,1,1,7,149.42,-0.5702,153.9608363,21.4466,0,68.8,0.406992155,61.20035948,38,0,3,3,2,4,4,4,4,in-domain
